-150.177, -361.071, 15.964, 44.781
-150.676, -362.018, 16.120, 44.848
-151.183, -362.974, 16.280, 44.915
-151.696, -363.939, 16.444, 44.982
-152.216, -364.912, 16.610, 45.049
-152.743, -365.894, 16.773, 45.116
-153.276, -366.884, 16.929, 45.183
-153.815, -367.883, 17.072, 45.250
-154.360, -368.889, 17.200, 45.317
-154.908, -369.901, 17.312, 45.384
-155.461, -370.918, 17.409, 45.451
-156.017, -371.941, 17.492, 45.518
-156.575, -372.968, 17.567, 45.585
-157.136, -373.999, 17.640, 45.652
-157.699, -375.035, 17.714, 45.719
-158.264, -376.075, 17.796, 45.786
-158.831, -377.121, 17.888, 45.853
-159.401, -378.174, 17.992, 45.920
-159.974, -379.233, 18.104, 45.987
-160.549, -380.300, 18.224, 46.054
-161.127, -381.375, 18.351, 46.121
-161.707, -382.459, 18.483, 46.188
-162.290, -383.551, 18.620, 46.255
-162.876, -384.652, 18.762, 46.322
-163.465, -385.763, 18.906, 46.389
-164.055, -386.884, 19.053, 46.456
-164.648, -388.015, 19.201, 46.523
-165.243, -389.155, 19.348, 46.590
-165.839, -390.306, 19.490, 46.657
-166.437, -391.466, 19.628, 46.724
